"","SurveyDate","Zone","Bird","Count"
"2722",2016-11-28,"III Rocky Outcrop","Brown Pelican",6
"2723",2016-11-28,"III Rocky Outcrop","Great Egret",1
"2724",2016-11-28,"III Rocky Outcrop","Snowy Egret",2
"2725",2016-11-28,"III Rocky Outcrop","Tern",16
"2726",2016-11-28,"III Rocky Outcrop","Unidentified Gull",32
"2727",2016-11-29,"I","Black Phoebe",1
"2728",2016-11-29,"II","Western Gull",1
"2729",2016-11-29,"III","Great Blue Heron",1
"2730",2016-11-29,"III","Great Egret",1
"2731",2016-11-29,"III","Sanderling",1
"2732",2016-11-29,"III","Western Gull",1
"2733",2016-11-29,"III Rocky Outcrop","Brown Pelican",6
"2734",2016-11-29,"III Rocky Outcrop","Cormorant",2
"2735",2016-11-29,"III Rocky Outcrop","Tern",11
"2736",2016-11-29,"III Rocky Outcrop","Unidentified Gull",27
"2737",2016-12-12,"I","Great Egret",1
"2738",2016-12-12,"I","Snowy Egret",2
"2739",2016-12-12,"I","Western Gull",1
"2740",2016-12-12,"II","Cormorant",1
"2741",2016-12-12,"II","Great Egret",1
"2742",2016-12-12,"II","Snowy Egret",3
"2743",2016-12-12,"II","Western Gull",1
"2744",2016-12-12,"III","Black Phoebe",1
"2745",2016-12-12,"III","Great Egret",1
"2746",2016-12-12,"III","Snowy Egret",1
"2747",2016-12-12,"III","Western Gull",3
"2748",2016-12-12,"III Boulders","Great Blue Heron",1
"2749",2016-12-12,"III Rocky Outcrop","Brown Pelican",6
"2750",2016-12-12,"III Rocky Outcrop","Cormorant",3
"2751",2016-12-12,"III Rocky Outcrop","Snowy Egret",1
"2752",2016-12-12,"III Rocky Outcrop","Tern",10
"2753",2016-12-12,"III Rocky Outcrop","Unidentified Gull",35
"2754",2016-12-13,"I","Snowy Egret",2
"2755",2016-12-13,"I","Western Gull",1
"2756",2016-12-13,"II","Great Egret",1
"2757",2016-12-13,"II","Snowy Egret",1
"2758",2016-12-13,"II","Western Gull",1
"2759",2016-12-13,"III","Western Gull",3
"2760",2016-12-13,"III Rocky Outcrop","Brown Pelican",34
"2761",2016-12-13,"III Rocky Outcrop","Cormorant",6
"2762",2016-12-13,"III Rocky Outcrop","Great Blue Heron",1
"2763",2016-12-13,"III Rocky Outcrop","Tern",17
"2764",2016-12-13,"III Rocky Outcrop","Unidentified Gull",115
"2765",2016-12-14,"II","Black Phoebe",1
"2766",2016-12-14,"II","Great Blue Heron",1
"2767",2016-12-14,"II","Great Egret",1
"2768",2016-12-14,"II","Say's Phoebe",1
"2769",2016-12-14,"II","Snowy Egret",2
"2770",2016-12-14,"II","Western Gull",1
"2771",2016-12-14,"III","Great Egret",1
"2772",2016-12-14,"III","Western Gull",3
"2773",2016-12-14,"III Rocky Outcrop","Brown Pelican",30
"2774",2016-12-14,"III Rocky Outcrop","Cormorant",3
"2775",2016-12-14,"III Rocky Outcrop","Snowy Egret",1
"2776",2016-12-14,"III Rocky Outcrop","Unidentified Gull",95
"2777",2016-12-28,"I","Snowy Egret",1
"2778",2016-12-28,"I","Western Gull",1
"2779",2016-12-28,"II","Great Egret",1
"2780",2016-12-28,"II","Western Gull",1
"2781",2016-12-28,"III","Great Blue Heron",1
"2782",2016-12-28,"III","Great Egret",2
"2783",2016-12-28,"III","Snowy Egret",5
"2784",2016-12-28,"III","Tern",1
"2785",2016-12-28,"III","Unidentified Gull",2
"2786",2016-12-28,"III","Whimbrel",1
"2787",2016-12-28,"III Rocky Outcrop","Brown Pelican",8
"2788",2016-12-28,"III Rocky Outcrop","Cormorant",4
"2789",2016-12-28,"III Rocky Outcrop","Tern",10
"2790",2016-12-28,"III Rocky Outcrop","Unidentified Gull",64
"2791",2016-12-29,"I","Western Gull",1
"2792",2016-12-29,"II","Black Phoebe",1
"2793",2016-12-29,"II","Great Egret",1
"2794",2016-12-29,"II","Western Gull",2
"2795",2016-12-29,"III","Black Phoebe",1
"2796",2016-12-29,"III","Great Egret",2
"2797",2016-12-29,"III","Snowy Egret",1
"2798",2016-12-29,"III","Western Gull",1
"2799",2016-12-29,"III Rocky Outcrop","Brown Pelican",10
"2800",2016-12-29,"III Rocky Outcrop","Cormorant",1
"2801",2016-12-29,"III Rocky Outcrop","Snowy Egret",1
"2802",2016-12-29,"III Rocky Outcrop","Tern",10
"2803",2016-12-29,"III Rocky Outcrop","Unidentified Gull",66
"2804",2017-01-09,"I","Snowy Egret",1
"2805",2017-01-09,"I","Western Gull",1
"2806",2017-01-09,"II","Snowy Egret",4
"2807",2017-01-09,"II","Western Gull",1
"2808",2017-01-09,"III","Great Egret",1
"2809",2017-01-09,"III","Western Gull",1
"2810",2017-01-09,"III Rocky Outcrop","Brown Pelican",8
"2811",2017-01-09,"III Rocky Outcrop","Cormorant",4
"2812",2017-01-09,"III Rocky Outcrop","Tern",14
"2813",2017-01-09,"III Rocky Outcrop","Unidentified Gull",130
"2814",2017-01-10,"I","California Gull",1
"2815",2017-01-10,"II","Great Egret",1
"2816",2017-01-10,"II","Snowy Egret",1
"2817",2017-01-10,"II","Western Gull",3
"2818",2017-01-10,"III","Great Egret",1
"2819",2017-01-10,"III","Snowy Egret",2
"2820",2017-01-10,"III","Western Gull",1
"2821",2017-01-10,"III","Whimbrel",1
"2822",2017-01-10,"III Rocky Outcrop","Brown Pelican",5
"2823",2017-01-10,"III Rocky Outcrop","Cormorant",4
"2824",2017-01-10,"III Rocky Outcrop","Tern",35
"2825",2017-01-10,"III Rocky Outcrop","Unidentified Gull",107
"2826",2017-01-11,"I","Snowy Egret",3
"2827",2017-01-11,"I","Western Gull",1
"2828",2017-01-11,"III","Black Phoebe",1
"2829",2017-01-11,"III","Great Blue Heron",1
"2830",2017-01-11,"III","Great Egret",1
"2831",2017-01-11,"III","Unidentified Gull",1
"2832",2017-01-11,"III","Western Gull",3
"2833",2017-01-11,"III Rocky Outcrop","Brown Pelican",28
"2834",2017-01-11,"III Rocky Outcrop","Cormorant",3
"2835",2017-01-11,"III Rocky Outcrop","Tern",14
"2836",2017-01-11,"III Rocky Outcrop","Unidentified Gull",113
"2837",2017-01-26,"I","Black Phoebe",1
"2838",2017-01-26,"I","Snowy Egret",1
"2839",2017-01-26,"I","Western Gull",1
"2840",2017-01-26,"II","Snowy Egret",3
"2841",2017-01-26,"II","Western Gull",1
"2842",2017-01-26,"III","California Gull",1
"2843",2017-01-26,"III","Snowy Egret",3
"2844",2017-01-26,"III","Western Gull",4
"2845",2017-01-26,"III Rocky Outcrop","Brown Pelican",5
"2846",2017-01-26,"III Rocky Outcrop","Cormorant",1
"2847",2017-01-26,"III Rocky Outcrop","Tern",2
"2848",2017-01-26,"III Rocky Outcrop","Unidentified Gull",90
"2849",2017-01-27,"I","Snowy Egret",1
"2850",2017-01-27,"I","Western Gull",2
"2851",2017-01-27,"II","Western Gull",1
"2852",2017-01-27,"II","Willet",1
"2853",2017-01-27,"III","Snowy Egret",1
"2854",2017-01-27,"III","Western Gull",2
"2855",2017-01-27,"III Rocky Outcrop","Black Oystercatcher",1
"2856",2017-01-27,"III Rocky Outcrop","Brown Pelican",3
"2857",2017-01-27,"III Rocky Outcrop","Cormorant",2
"2858",2017-01-27,"III Rocky Outcrop","Snowy Egret",1
"2859",2017-01-27,"III Rocky Outcrop","Tern",1
"2860",2017-01-27,"III Rocky Outcrop","Unidentified Gull",107
"2861",2017-02-08,"I","Snowy Egret",1
"2862",2017-02-08,"I","Western Gull",2
"2863",2017-02-08,"II","Black Phoebe",1
"2864",2017-02-08,"II","Great Blue Heron",1
"2865",2017-02-08,"II","Great Egret",1
"2866",2017-02-08,"II","Snowy Egret",3
"2867",2017-02-08,"II","Western Gull",1
"2868",2017-02-08,"III","Black Oystercatcher",1
"2869",2017-02-08,"III","Western Gull",12
"2870",2017-02-08,"III","Whimbrel",1
"2871",2017-02-08,"III Boulders","Great Egret",1
"2872",2017-02-08,"III Boulders","Snowy Egret",1
"2873",2017-02-08,"III Rocky Outcrop","Brown Pelican",8
"2874",2017-02-09,"I","Snowy Egret",1
"2875",2017-02-09,"II","Snowy Egret",3
"2876",2017-02-09,"II","Western Gull",14
"2877",2017-02-09,"III","Black Phoebe",1
"2878",2017-02-09,"III","California Gull",2
"2879",2017-02-09,"III","Great Blue Heron",1
"2880",2017-02-09,"III","Snowy Egret",4
"2881",2017-02-09,"III","Western Gull",10
"2882",2017-02-09,"III Boulders","Great Egret",1
"2883",2017-02-09,"III Rocky Outcrop","Brown Pelican",16
"2884",2017-02-09,"III Rocky Outcrop","Cormorant",3
"2885",2017-02-10,"I","Snowy Egret",2
"2886",2017-02-10,"II","Black Phoebe",1
"2887",2017-02-10,"II","Great Egret",2
"2888",2017-02-10,"II","Western Gull",1
"2889",2017-02-10,"III","Great Blue Heron",1
"2890",2017-02-10,"III","Say's Phoebe",1
"2891",2017-02-10,"III","Snowy Egret",1
"2892",2017-02-10,"III","Western Gull",1
"2893",2017-02-10,"III Rocky Outcrop","Brown Pelican",4
"2894",2017-02-10,"III Rocky Outcrop","Cormorant",5
"2895",2017-02-10,"III Rocky Outcrop","Great Blue Heron",1
"2896",2017-02-10,"III Rocky Outcrop","Snowy Egret",2
"2897",2017-02-10,"III Rocky Outcrop","Tern",5
"2898",2017-02-10,"III Rocky Outcrop","Unidentified Gull",65
"2899",2017-02-10,"III Rocky Outcrop","Whimbrel",1
"2900",2017-02-22,"I","California Gull",1
"2901",2017-02-22,"I","Spotted Sandpiper",1
"2902",2017-02-22,"I","Unidentified Gull",1
"2903",2017-02-22,"II","California Gull",1
"2904",2017-02-22,"II","Osprey",1
"2905",2017-02-22,"II","Western Gull",1
"2906",2017-02-22,"III Rocky Outcrop","Cormorant",1
"2907",2017-02-22,"III Rocky Outcrop","Unidentified Gull",3
"2908",2017-02-23,"I","Western Gull",1
"2909",2017-02-23,"II","California Gull",2
"2910",2017-02-23,"II","Snowy Egret",2
"2911",2017-02-23,"III","Cormorant",1
"2912",2017-02-23,"III","Great Egret",2
"2913",2017-02-23,"III","Western Gull",1
"2914",2017-02-23,"III Rocky Outcrop","Brown Pelican",2
"2915",2017-02-23,"III Rocky Outcrop","Cormorant",5
"2916",2017-02-23,"III Rocky Outcrop","Tern",15
"2917",2017-02-23,"III Rocky Outcrop","Unidentified Gull",25
"2918",2017-02-24,"I","Western Gull",1
"2919",2017-02-24,"II","Great Egret",1
"2920",2017-02-24,"II","Snowy Egret",1
"2921",2017-02-24,"II","Western Gull",4
"2922",2017-02-24,"III","Cormorant",9
"2923",2017-02-24,"III","Great Egret",3
"2924",2017-02-24,"III","Snowy Egret",2
"2925",2017-02-24,"III","Western Gull",4
"2926",2017-02-24,"III Rocky Outcrop","Cormorant",2
"2927",2017-02-24,"III Rocky Outcrop","Great Egret",1
"2928",2017-02-24,"III Rocky Outcrop","Snowy Egret",1
"2929",2017-02-24,"III Rocky Outcrop","Tern",10
"2930",2017-02-24,"III Rocky Outcrop","Unidentified Gull",74
"2931",2017-03-08,"I","Western Gull",3
"2932",2017-03-08,"II","Western Gull",2
"2933",2017-03-08,"III","Great Egret",1
"2934",2017-03-08,"III","Snowy Egret",2
"2935",2017-03-08,"III Rocky Outcrop","Brown Pelican",5
"2936",2017-03-08,"III Rocky Outcrop","Cormorant",1
"2937",2017-03-08,"III Rocky Outcrop","Snowy Egret",1
"2938",2017-03-08,"III Rocky Outcrop","Tern",5
"2939",2017-03-08,"III Rocky Outcrop","Unidentified Gull",71
"2940",2017-03-23,"III","Wandering Tattler",1
"2941",2017-03-23,"III Rocky Outcrop","Tern",15
"2942",2017-03-23,"III Rocky Outcrop","Unidentified Gull",3
"2943",2017-03-24,"II","Western Gull",2
"2944",2017-03-24,"II","Whimbrel",3
"2945",2017-03-24,"III","Snowy Egret",3
"2946",2017-03-24,"III Rocky Outcrop","Brown Pelican",1
"2947",2017-03-24,"III Rocky Outcrop","Tern",8
"2948",2017-03-24,"III Rocky Outcrop","Unidentified Gull",125
"2949",2017-03-27,"II","Western Gull",2
"2950",2017-03-27,"III","Great Blue Heron",1
"2951",2017-03-27,"III","Western Gull",1
"2952",2017-03-27,"III Rocky Outcrop","Brown Pelican",6
"2953",2017-03-27,"III Rocky Outcrop","Cormorant",3
"2954",2017-03-27,"III Rocky Outcrop","Tern",3
"2955",2017-03-27,"III Rocky Outcrop","Unidentified Gull",80
"2956",2017-04-06,"II","Unidentified Gull",2
"2957",2017-04-06,"III","Great Blue Heron",1
"2958",2017-04-06,"III","Snowy Egret",1
"2959",2017-04-06,"III","Western Gull",1
"2960",2017-04-06,"III","Whimbrel",1
"2961",2017-04-06,"III Rocky Outcrop","Brown Pelican",4
"2962",2017-04-06,"III Rocky Outcrop","Tern",21
"2963",2017-04-06,"III Rocky Outcrop","Western Gull",32
"2964",2017-11-16,"II","Great Egret",1
"2965",2017-11-16,"II","Snowy Egret",2
"2966",2017-11-16,"II","Western Gull",3
"2967",2017-11-16,"III","Black Phoebe",2
"2968",2017-11-16,"III","Snowy Egret",5
"2969",2017-11-16,"III","Spotted Sandpiper",1
"2970",2017-11-16,"III","Wandering Tattler",1
"2971",2017-11-16,"III","Western Gull",3
"2972",2017-11-16,"III Boulders","Cormorant",3
"2973",2017-11-16,"III Boulders","Snowy Egret",1
"2974",2017-11-16,"III Rocky Outcrop","Brown Pelican",6
"2975",2017-11-16,"III Rocky Outcrop","Cormorant",4
"2976",2017-11-16,"III Rocky Outcrop","Great Blue Heron",1
"2977",2017-11-16,"III Rocky Outcrop","Unidentified Gull",50
"2978",2017-12-18,"I","Black Phoebe",2
"2979",2017-12-18,"I","Great Egret",1
"2980",2017-12-18,"I","Snowy Egret",1
"2981",2017-12-18,"I","Western Gull",3
"2982",2017-12-18,"II","Black Phoebe",1
"2983",2017-12-18,"II","California Gull",1
"2984",2017-12-18,"II","Western Gull",3
"2985",2017-12-18,"III","Black Phoebe",1
"2986",2017-12-18,"III","Cormorant",1
"2987",2017-12-18,"III","Great Blue Heron",1
"2988",2017-12-18,"III","Spotted Sandpiper",1
"2989",2017-12-18,"III","Western Gull",7
"2990",2017-12-18,"III Rocky Outcrop","Brown Pelican",1
"2991",2017-12-18,"III Rocky Outcrop","Cormorant",1
"2992",2017-12-18,"III Rocky Outcrop","Great Egret",2
"2993",2017-12-18,"III Rocky Outcrop","Unidentified Gull",35
"2994",2018-01-02,"I","Black Phoebe",1
"2995",2018-01-02,"I","Great Egret",1
"2996",2018-01-02,"II","Western Gull",1
"2997",2018-01-02,"III","Great Blue Heron",1
"2998",2018-01-02,"III","Say's Phoebe",1
"2999",2018-01-02,"III","Western Gull",5
"3000",2018-01-02,"III Boulders","Great Egret",1
"3001",2018-01-02,"III Boulders","Western Gull",1
"3002",2018-01-02,"III Rocky Outcrop","Brown Pelican",8
"3003",2018-01-02,"III Rocky Outcrop","Cormorant",3
"3004",2018-01-02,"III Rocky Outcrop","Snowy Egret",1
"3005",2018-01-02,"III Rocky Outcrop","Tern",7
"3006",2018-01-02,"III Rocky Outcrop","Unidentified Gull",81
"3007",2018-01-29,"I","Western Gull",2
"3008",2018-01-29,"II","Black Phoebe",1
"3009",2018-01-29,"II","Great Blue Heron",1
"3010",2018-01-29,"II","Western Gull",3
"3011",2018-01-29,"III","Black Phoebe",2
"3012",2018-01-29,"III","Great Blue Heron",2
"3013",2018-01-29,"III","Great Egret",1
"3014",2018-01-29,"III","Western Gull",1
"3015",2018-01-29,"III Rocky Outcrop","Brown Pelican",3
"3016",2018-01-29,"III Rocky Outcrop","Cormorant",9
"3017",2018-01-29,"III Rocky Outcrop","Tern",3
"3018",2018-01-29,"III Rocky Outcrop","Unidentified Gull",56
"3019",2018-01-31,"I","Great Egret",1
"3020",2018-01-31,"II","Black Phoebe",1
"3021",2018-01-31,"III","Black Phoebe",1
"3022",2018-01-31,"III","California Gull",1
"3023",2018-01-31,"III","Great Blue Heron",1
"3024",2018-01-31,"III","Great Egret",1
"3025",2018-01-31,"III","Snowy Egret",4
"3026",2018-01-31,"III","Western Gull",10
"3027",2018-01-31,"III Rocky Outcrop","Cormorant",3
"3028",2018-01-31,"III Rocky Outcrop","Great Egret",1
"3029",2018-01-31,"III Rocky Outcrop","Unidentified Gull",70
"3030",2018-02-12,"I","Black Phoebe",2
"3031",2018-02-12,"II","Black Phoebe",4
"3032",2018-02-12,"II","Snowy Egret",1
"3033",2018-02-12,"II","Western Gull",1
"3034",2018-02-12,"III","Great Blue Heron",2
"3035",2018-02-12,"III","Western Gull",4
"3036",2018-02-12,"III Boulders","Cormorant",2
"3037",2018-02-12,"III Boulders","Great Egret",1
"3038",2018-02-12,"III Boulders","Western Gull",2
"3039",2018-02-12,"III Rocky Outcrop","Brown Pelican",3
"3040",2018-02-12,"III Rocky Outcrop","Cormorant",1
"3041",2018-02-12,"III Rocky Outcrop","Unidentified Gull",34
"3042",2018-02-14,"I","Great Blue Heron",1
"3043",2018-02-14,"I","Western Gull",2
"3044",2018-02-14,"II","Black Phoebe",1
"3045",2018-02-14,"II","Great Egret",5
"3046",2018-02-14,"II","Snowy Egret",1
"3047",2018-02-14,"II","Western Gull",1
"3048",2018-02-14,"III","Great Blue Heron",2
"3049",2018-02-14,"III","Great Egret",4
"3050",2018-02-14,"III","Spotted Sandpiper",2
"3051",2018-02-14,"III","Western Gull",2
"3052",2018-02-14,"III Rocky Outcrop","Brown Pelican",7
"3053",2018-02-14,"III Rocky Outcrop","Cormorant",1
"3054",2018-02-14,"III Rocky Outcrop","Unidentified Gull",40
"3055",2018-02-15,"I","Black Phoebe",1
"3056",2018-02-15,"I","Cormorant",1
"3057",2018-02-15,"II","Black Phoebe",1
"3058",2018-02-15,"II","Great Blue Heron",1
"3059",2018-02-15,"II","Western Gull",2
"3060",2018-02-15,"III","Great Blue Heron",1
"3061",2018-02-15,"III","Great Egret",3
"3062",2018-02-15,"III","Wandering Tattler",3
"3063",2018-02-15,"III","Western Gull",1
"3064",2018-02-15,"III Rocky Outcrop","Brown Pelican",10
"3065",2018-02-15,"III Rocky Outcrop","Cormorant",2
"3066",2018-02-15,"III Rocky Outcrop","Great Egret",4
"3067",2018-02-15,"III Rocky Outcrop","Heerman's Gull",2
"3068",2018-02-15,"III Rocky Outcrop","Juvenile Gull",9
"3069",2018-02-15,"III Rocky Outcrop","Tern",9
"3070",2018-02-15,"III Rocky Outcrop","Western Gull",70
"3071",2018-02-16,"I","Western Gull",3
"3072",2018-02-16,"II","Black Phoebe",4
"3073",2018-02-16,"II","Western Gull",1
"3074",2018-02-16,"III","Black Phoebe",1
"3075",2018-02-16,"III","Black-Bellied Plover",1
"3076",2018-02-16,"III","Cormorant",1
"3077",2018-02-16,"III","Great Egret",5
"3078",2018-02-16,"III","Spotted Sandpiper",1
"3079",2018-02-16,"III","Wandering Tattler",2
"3080",2018-02-16,"III","Western Gull",4
"3081",2018-02-16,"III Rocky Outcrop","Brown Pelican",10
"3082",2018-02-16,"III Rocky Outcrop","Cormorant",1
"3083",2018-02-16,"III Rocky Outcrop","Great Egret",5
"3084",2018-02-16,"III Rocky Outcrop","Snowy Egret",1
"3085",2018-02-16,"III Rocky Outcrop","Western Gull",37
"3086",2018-02-26,"I","Black Phoebe",1
"3087",2018-02-26,"I","Western Gull",1
"3088",2018-02-26,"II","Western Gull",1
"3089",2018-02-26,"III","Black Phoebe",1
"3090",2018-02-26,"III","Great Blue Heron",1
"3091",2018-02-26,"III","Great Egret",3
"3092",2018-02-26,"III","Western Gull",1
"3093",2018-02-26,"III Rocky Outcrop","Brown Pelican",1
"3094",2018-02-26,"III Rocky Outcrop","Cormorant",3
"3095",2018-02-26,"III Rocky Outcrop","Great Blue Heron",1
"3096",2018-02-26,"III Rocky Outcrop","Tern",2
"3097",2018-02-26,"III Rocky Outcrop","Unidentified Gull",12
"3098",2018-02-28,"I","Western Gull",1
"3099",2018-02-28,"II","Black Phoebe",3
"3100",2018-02-28,"II","Western Gull",1
"3101",2018-02-28,"III","Great Blue Heron",1
"3102",2018-02-28,"III","Great Egret",4
"3103",2018-02-28,"III","Western Gull",4
"3104",2018-02-28,"III Rocky Outcrop","Brown Pelican",2
"3105",2018-02-28,"III Rocky Outcrop","Cormorant",5
"3106",2018-02-28,"III Rocky Outcrop","Tern",12
"3107",2018-02-28,"III Rocky Outcrop","Unidentified Gull",64
"3108",2018-03-01,"II","Great Egret",1
"3109",2018-03-01,"II","Western Gull",4
"3110",2018-03-01,"III","Black Phoebe",1
"3111",2018-03-01,"III","Great Blue Heron",1
"3112",2018-03-01,"III","Great Egret",5
"3113",2018-03-01,"III","Western Gull",3
"3114",2018-03-02,"I","Black Phoebe",1
"3115",2018-03-02,"I","Western Gull",11
"3116",2018-03-02,"II","Western Gull",2
"3117",2018-03-02,"III","Black Phoebe",1
"3118",2018-03-02,"III","Great Blue Heron",1
"3119",2018-03-02,"III","Great Egret",6
"3120",2018-03-02,"III","Wandering Tattler",1
"3121",2018-03-02,"III","Western Gull",5
"3122",2018-03-02,"III Rocky Outcrop","Brown Pelican",4
"3123",2018-03-02,"III Rocky Outcrop","Cormorant",2
"3124",2018-03-02,"III Rocky Outcrop","Great Egret",1
"3125",2018-03-02,"III Rocky Outcrop","Tern",20
"3126",2018-03-02,"III Rocky Outcrop","Western Gull",59
"3127",2018-03-14,"I","California Gull",1
"3128",2018-03-14,"II","Black Phoebe",1
"3129",2018-03-14,"II","Great Egret",1
"3130",2018-03-14,"II","Western Gull",2
"3131",2018-03-14,"III","Great Blue Heron",1
"3132",2018-03-14,"III","Great Egret",7
"3133",2018-03-14,"III","Western Gull",1
"3134",2018-03-14,"III Boulders","Great Egret",1
"3135",2018-03-14,"III Boulders","Western Gull",1
"3136",2018-03-14,"III Rocky Outcrop","Brown Pelican",4
"3137",2018-03-14,"III Rocky Outcrop","Great Egret",3
"3138",2018-03-14,"III Rocky Outcrop","Tern",3
"3139",2018-03-14,"III Rocky Outcrop","Western Gull",85
"3140",2018-03-15,"I","Black Phoebe",1
"3141",2018-03-15,"I","Western Gull",3
"3142",2018-03-15,"II","Black Phoebe",1
"3143",2018-03-15,"II","Great Egret",1
"3144",2018-03-15,"II","Western Gull",4
"3145",2018-03-15,"III","Spotted Sandpiper",1
"3146",2018-03-15,"III","Western Gull",2
"3147",2018-03-15,"III","Whimbrel",1
"3148",2018-03-15,"III Rocky Outcrop","Brown Pelican",2
"3149",2018-03-15,"III Rocky Outcrop","Cormorant",2
"3150",2018-03-15,"III Rocky Outcrop","Great Egret",5
"3151",2018-03-15,"III Rocky Outcrop","Tern",10
"3152",2018-03-15,"III Rocky Outcrop","Western Gull",66
"3153",2018-03-26,"I","Western Gull",1
"3154",2018-03-26,"II","Black Phoebe",2
"3155",2018-03-26,"II","Cormorant",1
"3156",2018-03-26,"II","Western Gull",2
"3157",2018-03-26,"III","Black Phoebe",1
"3158",2018-03-26,"III","Cormorant",1
"3159",2018-03-26,"III","Great Egret",3
"3160",2018-03-26,"III","Snowy Egret",1
"3161",2018-03-26,"III Rocky Outcrop","Brown Pelican",5
"3162",2018-03-26,"III Rocky Outcrop","Cormorant",1
"3163",2018-03-26,"III Rocky Outcrop","Spotted Sandpiper",1
"3164",2018-03-26,"III Rocky Outcrop","Tern",2
"3165",2018-03-26,"III Rocky Outcrop","Western Gull",34
"3166",2018-03-28,"I","Western Gull",1
"3167",2018-03-28,"II","Black Phoebe",1
"3168",2018-03-28,"II","Western Gull",2
"3169",2018-03-28,"III","Cormorant",1
"3170",2018-03-28,"III","Great Blue Heron",3
"3171",2018-03-28,"III","Great Egret",4
"3172",2018-03-28,"III","Spotted Sandpiper",1
"3173",2018-03-28,"III","Western Gull",11
"3174",2018-03-28,"III","Whimbrel",1
"3175",2018-03-28,"III Rocky Outcrop","Brown Pelican",4
"3176",2018-03-28,"III Rocky Outcrop","Cormorant",1
"3177",2018-03-28,"III Rocky Outcrop","Snowy Egret",2
